New Interviewee Case Study Dataset FINAL (2),,,,,,,,,,,,,,,,,,,
Age,Gender,MonthlyIncome,Department,NumCompaniesWorked,Over18,workingfromhome,BusinessTravel,DistanceFromHome,StandardHours,JobSatisfaction,complaintfiled,complaintresolved,complaintyears,PercentSalaryHike,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Left
34,Female,medium,Sales,5,Y,0,Travel_Rarely,3,40,4,0,,,12,2,6,2,2,No
49,Male,medium,Research & Development,1,Y,1,Travel_Frequently,8,40,2,0,,,23,5,10,10,1,No
29,Female,low,Sales,1,Y,0,Travel_Frequently,20,40,4,0,,,15,3,3,3,0,No
29,Female,high,Research & Development,3,Y,1,Travel_Rarely,8,40,1,0,,,13,2,9,7,0,No
37,Male,low,Human Resources,4,Y,1,Travel_Rarely,6,40,1,0,,,22,5,7,3,0,Yes
28,Male,medium,Sales,1,Y,0,Travel_Rarely,5,40,4,0,,,14,2,4,4,0,No
38,Male,low,Research & Development,6,Y,1,Travel_Rarely,2,40,3,0,,,13,2,6,1,0,No
36,Female,medium,Research & Development,9,Y,0,Travel_Rarely,2,40,2,0,,,11,1,18,16,5,No
33,Female,low,Research & Development,1,Y,0,Travel_Rarely,5,40,4,0,,,13,2,2,2,0,No
46,Female,medium,Research & Development,2,Y,1,Non-Travel,7,40,3,1,Y,0,14,3,7,1,0,No
40,Male,low,Research & Development,2,Y,1,Travel_Rarely,2,40,3,0,,,14,3,8,2,2,No
38,Male,medium,Research & Development,9,Y,0,Travel_Rarely,2,40,3,0,,,14,3,14,1,0,No
30,Male,medium,Research & Development,1,Y,1,Travel_Rarely,2,40,4,0,,,19,5,11,11,10,No
47,Female,medium,Sales,1,Y,0,Travel_Rarely,4,40,4,1,N,3,17,4,9,9,0,No
36,Female,low,Research & Development,4,Y,0,Travel_Rarely,2,40,3,0,,,13,2,6,2,2,No
36,Male,high,Sales,1,Y,1,Travel_Rarely,3,40,4,0,,,11,1,16,16,3,Yes
34,Female,high,Research & Development,0,Y,1,Travel_Rarely,7,40,2,0,,,11,1,13,12,2,No
32,Female,medium,Research & Development,5,Y,0,Non-Travel,15,40,4,0,,,18,4,9,5,1,No
32,Female,low,Research & Development,6,Y,0,Non-Travel,1,40,2,0,,,20,5,5,3,0,No
44,Male,high,Research & Development,5,Y,1,Travel_Frequently,2,40,3,0,,,18,4,16,2,2,No
38,Female,medium,Research & Development,1,Y,1,Travel_Rarely,6,40,3,1,Y,2,11,1,5,5,0,No
30,Male,low,Research & Development,1,Y,0,Non-Travel,9,40,1,0,,,11,1,12,12,6,No
35,Male,medium,Research & Development,0,Y,0,Travel_Frequently,2,40,4,0,,,14,3,6,5,1,No
28,Male,low,Research & Development,1,Y,1,Travel_Rarely,1,40,3,0,,,14,2,1,1,0,No
44,Male,high,Human Resources,9,Y,0,Travel_Rarely,1,40,1,0,,,14,3,24,20,3,Yes
35,Male,medium,Research & Development,2,Y,0,Travel_Rarely,27,40,3,0,,,16,4,17,7,0,No
31,Female,high,Sales,2,Y,0,Travel_Frequently,7,40,1,1,N,3,14,3,9,3,2,No
33,Male,high,Sales,6,Y,0,Travel_Frequently,5,40,4,1,Y,2,13,2,8,5,1,No
33,Male,medium,Sales,1,Y,1,Travel_Rarely,1,40,1,0,,,22,5,9,9,0,No
33,Male,medium,Research & Development,2,Y,1,Travel_Rarely,8,40,3,0,,,17,4,14,0,0,No
24,Male,low,Sales,0,Y,0,Travel_Frequently,24,40,4,0,,,13,2,3,2,2,No
32,Female,low,Research & Development,1,Y,1,Travel_Rarely,29,40,2,0,,,13,2,6,6,4,No
28,Male,medium,Sales,1,Y,0,Travel_Frequently,1,40,4,0,,,12,2,7,7,0,No
49,Female,medium,Research & Development,1,Y,1,Travel_Rarely,20,40,1,0,,,14,3,16,15,5,No
43,Male,medium,Sales,3,Y,1,Travel_Frequently,15,40,4,0,,,18,4,7,2,2,No
26,Male,low,Research & Development,1,Y,1,Travel_Rarely,21,40,3,0,,,20,5,1,1,0,Yes
37,Male,medium,Research & Development,1,Y,0,Travel_Rarely,13,40,4,0,,,17,4,10,10,3,No
30,Female,high,Sales,0,Y,0,Non-Travel,22,40,1,0,,,11,1,10,9,7,No
31,Male,high,Research & Development,9,Y,0,Travel_Frequently,3,40,3,0,,,12,1,9,2,2,No
40,Male,low,Research & Development,3,Y,0,Travel_Rarely,7,40,1,0,,,14,3,10,4,0,Yes
42,Female,medium,Research & Development,2,Y,0,Travel_Frequently,29,40,3,1,Y,0,11,1,19,5,0,No
32,Female,medium,Research & Development,1,Y,1,Travel_Rarely,4,40,3,0,,,12,2,14,14,6,No
49,Male,medium,Research & Development,2,Y,0,Travel_Rarely,5,40,3,1,Y,0,14,2,20,3,1,No
39,Male,high,Research & Development,4,Y,0,Travel_Rarely,6,40,1,1,N,2,15,3,9,7,1,No
29,Female,low,Research & Development,0,Y,1,Travel_Rarely,15,40,4,0,,,18,4,6,5,1,No
32,Female,medium,Sales,2,Y,1,Travel_Rarely,4,40,2,0,,,11,1,6,4,1,No
39,Male,low,Research & Development,7,Y,0,Travel_Rarely,6,40,1,0,,,21,5,8,2,2,Yes
54,Female,high,Research & Development,3,Y,0,Travel_Rarely,22,40,3,1,N,0,25,5,36,10,4,No
24,Female,medium,Sales,1,Y,0,Travel_Rarely,4,40,3,0,,,12,2,5,5,0,No
42,Male,medium,Research & Development,1,Y,1,Non-Travel,23,40,3,0,,,12,2,20,20,3,No
44,Male,low,Research & Development,2,Y,1,Travel_Rarely,8,40,4,1,Y,0,24,5,10,3,0,No
36,Male,medium,Research & Development,2,Y,1,Travel_Rarely,7,40,4,1,N,0,18,4,8,6,0,No
44,Male,low,Research & Development,4,Y,1,Non-Travel,23,40,2,0,,,12,1,17,3,1,No
49,Male,medium,Sales,2,Y,0,Travel_Frequently,2,40,2,0,,,14,3,17,9,0,No
53,Female,high,Research & Development,4,Y,0,Non-Travel,1,40,3,0,,,20,5,27,3,0,No
44,Female,medium,Human Resources,4,Y,0,Travel_Rarely,1,40,3,1,Y,1,11,1,10,2,0,No
30,Female,low,Research & Development,1,Y,1,Travel_Rarely,18,40,3,0,,,14,3,5,5,0,No
30,Female,medium,Research & Development,5,Y,0,Travel_Rarely,2,40,4,1,Y,,24,5,12,0,0,No
40,Male,medium,Research & Development,3,Y,0,Non-Travel,9,40,3,1,N,1,11,1,11,8,0,No
39,Male,high,Research & Development,1,Y,0,Travel_Frequently,7,40,4,0,,,15,3,21,21,13,No
31,Male,low,Research & Development,1,Y,1,Travel_Rarely,1,40,2,0,,,17,4,1,1,1,No
55,Male,high,Research & Development,3,Y,0,Travel_Frequently,2,40,2,0,,,18,4,23,3,1,No
44,Female,medium,Research & Development,1,Y,1,Travel_Rarely,15,40,4,0,,,11,1,10,10,0,Yes
34,Female,low,Sales,6,Y,0,Travel_Frequently,2,40,3,0,,,18,4,6,4,1,No
29,Male,low,Research & Development,9,Y,0,Travel_Rarely,23,40,4,1,Y,2,16,3,6,3,1,No
32,Male,low,Research & Development,0,Y,1,Non-Travel,1,40,4,0,,,12,1,4,3,0,No
36,Female,medium,Research & Development,0,Y,0,Travel_Rarely,1,40,2,0,,,15,3,10,9,0,No
51,Female,high,Research & Development,3,Y,0,Travel_Rarely,3,40,2,0,,,18,4,21,7,1,No
27,Male,high,Research & Development,1,Y,0,Travel_Rarely,5,40,4,0,,,16,3,9,9,0,No
35,Male,low,Research & Development,6,Y,0,Travel_Rarely,1,40,3,1,Y,0,12,1,10,8,1,No
43,Male,low,Research & Development,4,Y,0,Non-Travel,9,40,3,0,,,13,2,7,3,1,No
29,Male,low,Research & Development,1,Y,1,Travel_Rarely,8,40,1,1,Y,1,11,1,7,7,0,Yes
54,Female,medium,Research & Development,4,Y,1,Travel_Rarely,7,40,4,0,,,15,3,14,7,1,No
28,Male,medium,Research & Development,1,Y,1,Travel_Rarely,29,40,2,0,,,14,3,8,8,1,No
47,Male,high,Sales,7,Y,0,Travel_Frequently,9,40,3,1,Y,2,11,1,25,23,14,Yes
45,Female,medium,Sales,1,Y,0,Non-Travel,9,40,3,1,Y,0,13,2,15,15,4,No
31,Male,high,Research & Development,3,Y,0,Travel_Frequently,20,40,3,0,,,12,1,12,1,0,Yes
26,Male,medium,Research & Development,0,Y,1,Travel_Rarely,7,40,1,0,,,12,1,8,7,0,No
38,Female,high,Research & Development,1,Y,0,Travel_Rarely,1,40,1,0,,,13,2,15,15,5,No
43,Female,high,Research & Development,7,Y,1,Travel_Rarely,6,40,3,0,,,13,2,21,16,6,No
37,Male,high,Research & Development,1,Y,1,Travel_Rarely,3,40,3,0,,,15,3,10,10,7,No
45,Male,low,Human Resources,1,Y,0,Travel_Rarely,24,40,2,0,,,16,4,6,6,0,No
45,Male,medium,Research & Development,1,Y,0,Travel_Frequently,7,40,1,0,,,18,4,24,24,9,No
19,Male,low,Sales,1,Y,0,Travel_Rarely,22,40,3,0,,,19,5,0,0,0,Yes
36,Male,medium,Sales,1,Y,1,Non-Travel,8,40,1,0,,,15,3,10,10,0,No
26,Female,low,Human Resources,0,Y,1,Travel_Frequently,17,40,3,0,,,11,1,8,7,1,Yes
56,Female,low,Research & Development,2,Y,1,Travel_Frequently,9,40,3,0,,,19,5,18,5,0,No
40,Female,medium,Research & Development,1,Y,0,Travel_Frequently,26,40,2,1,Y,0,11,1,20,20,2,No
55,Male,high,Research & Development,2,Y,1,Travel_Rarely,1,40,4,1,N,2,13,2,31,7,0,No
27,Male,low,Research & Development,6,Y,0,Non-Travel,9,40,2,0,,,18,4,6,2,2,No
33,Female,low,Sales,1,Y,1,Travel_Rarely,5,40,3,1,Y,,13,2,1,1,0,Yes
35,Male,medium,Research & Development,1,Y,0,Travel_Frequently,4,40,3,0,,,11,1,9,9,1,No
52,Male,high,Research & Development,7,Y,0,Travel_Rarely,7,40,2,0,,,19,5,18,8,4,No
47,Female,medium,Research & Development,5,Y,1,Travel_Rarely,2,40,4,1,Y,2,13,2,20,5,0,No
40,Male,medium,Research & Development,9,Y,0,Non-Travel,16,40,3,0,,,16,3,6,4,0,No
24,Male,low,Human Resources,1,Y,1,Travel_Rarely,22,40,3,0,,,11,1,1,1,0,Yes
34,Female,low,Research & Development,1,Y,0,Non-Travel,26,40,3,0,,,20,5,5,5,0,No
20,Female,low,Research & Development,1,Y,0,Travel_Rarely,11,40,1,0,,,15,3,1,1,0,Yes
59,Male,high,Research & Development,6,Y,1,Travel_Rarely,18,40,4,0,,,12,1,25,9,5,No
35,Male,medium,Research & Development,1,Y,1,Travel_Rarely,9,40,3,0,,,19,5,10,10,0,No
28,Female,low,Research & Development,7,Y,0,Travel_Rarely,1,40,2,0,,,13,2,10,7,3,Yes
30,Male,medium,Sales,8,Y,0,Travel_Rarely,29,40,1,0,,,19,4,8,4,0,No
26,Female,low,Research & Development,1,Y,1,Travel_Rarely,6,40,2,0,,,19,4,5,5,4,No
45,Male,low,Research & Development,3,Y,0,Travel_Rarely,10,40,4,0,,,21,5,8,2,0,No
44,Male,low,Research & Development,1,Y,1,Travel_Rarely,10,40,3,0,,,11,1,6,6,0,Yes
27,Male,low,Research & Development,1,Y,1,Travel_Rarely,4,40,3,0,,,11,1,5,5,0,No
33,Male,medium,Research & Development,3,Y,0,Travel_Frequently,6,40,4,0,,,23,5,15,13,4,No
53,Male,high,Sales,6,Y,0,Travel_Rarely,2,40,3,1,N,3,13,2,22,17,15,No
45,Male,medium,Sales,0,Y,0,Travel_Rarely,2,40,2,0,,,19,5,9,8,3,No
47,Female,high,Sales,6,Y,0,Travel_Rarely,2,40,2,1,N,1,14,3,29,3,1,No
33,Male,medium,Research & Development,4,Y,1,Travel_Rarely,5,40,4,0,,,15,3,9,3,1,No
35,Female,medium,Sales,0,Y,1,Non-Travel,21,40,4,0,,,15,5,10,9,8,Yes
37,Male,medium,Research & Development,1,Y,1,Travel_Rarely,10,40,1,0,,,15,3,10,10,0,Yes
36,Female,high,Research & Development,2,Y,0,Travel_Rarely,1,40,1,0,,,21,5,17,7,7,No
35,Male,high,Research & Development,2,Y,0,Travel_Rarely,2,40,2,0,,,18,4,15,7,6,No
45,Male,high,Research & Development,3,Y,0,Non-Travel,1,40,3,0,,,23,5,25,23,14,No
35,Male,medium,Sales,9,Y,1,Travel_Rarely,1,40,3,0,,,11,1,15,11,6,No
36,Male,low,Human Resources,0,Y,1,Travel_Rarely,8,40,1,0,,,21,5,6,5,0,No
43,Female,medium,Research & Development,4,Y,1,Travel_Frequently,28,40,3,0,,,12,1,18,3,1,No
58,Female,high,Sales,4,Y,0,Travel_Rarely,21,40,4,0,,,13,2,29,1,0,No
23,Female,low,Research & Development,1,Y,1,Travel_Rarely,4,40,2,0,,,13,2,3,3,1,No
36,Male,low,Research & Development,4,Y,0,Travel_Frequently,3,40,2,0,,,12,1,13,8,7,No
38,Male,medium,Human Resources,3,Y,0,Travel_Frequently,10,40,3,0,,,11,1,10,6,1,No
35,Male,low,Research & Development,1,Y,0,Travel_Rarely,1,40,1,0,,,19,5,3,3,1,No
24,Male,low,Research & Development,1,Y,1,Travel_Rarely,17,40,2,0,,,21,5,1,1,0,No
38,Female,high,Research & Development,0,Y,1,Travel_Rarely,17,40,3,0,,,18,4,20,19,1,No
29,Female,low,Sales,1,Y,1,Travel_Rarely,9,40,2,0,,,13,2,2,2,2,Yes
34,Female,low,Research & Development,2,Y,1,Travel_Rarely,27,40,2,0,,,15,3,9,3,1,No
45,Female,high,Sales,6,Y,1,Non-Travel,6,40,4,0,,,12,2,23,19,12,No
29,Female,medium,Research & Development,4,Y,0,Travel_Rarely,27,40,3,0,,,12,1,11,8,1,No
28,Female,medium,Research & Development,1,Y,0,Travel_Rarely,1,40,1,1,Y,0,25,5,3,3,1,No
52,Male,medium,Research & Development,2,Y,0,Travel_Rarely,8,40,2,0,,,15,3,11,8,7,Yes
56,Male,low,Research & Development,1,Y,1,Travel_Rarely,24,40,4,0,,,16,3,5,4,1,Yes
51,Female,high,Sales,2,Y,0,Travel_Rarely,26,40,3,0,,,14,3,29,20,4,No
38,Male,medium,Research & Development,2,Y,0,Travel_Rarely,9,40,4,0,,,19,4,10,5,0,No
33,Female,high,Sales,2,Y,0,Travel_Rarely,16,40,1,1,N,,20,5,11,0,0,Yes
27,Male,medium,Sales,0,Y,0,Travel_Frequently,8,40,4,0,,,19,4,5,4,1,No
32,Male,medium,Sales,2,Y,1,Travel_Rarely,13,40,4,0,,,11,1,8,5,0,No
27,Female,medium,Sales,1,Y,0,Travel_Frequently,3,40,4,0,,,20,5,6,6,0,No
29,Female,low,Sales,6,Y,1,Travel_Rarely,1,40,3,1,Y,2,19,4,5,3,0,Yes
56,Male,high,Human Resources,6,Y,0,Travel_Rarely,8,40,2,0,,,14,3,36,7,7,No
26,Male,medium,Sales,5,Y,1,Travel_Rarely,29,40,3,0,,,12,2,8,0,0,No
33,Male,low,Research & Development,1,Y,0,Travel_Rarely,1,40,4,0,,,13,2,10,10,7,Yes
27,Male,high,Research & Development,1,Y,1,Travel_Frequently,10,40,1,0,,,21,5,9,9,1,No
31,Female,low,Sales,1,Y,1,Travel_Frequently,1,40,2,0,,,11,1,3,3,2,Yes
48,Female,medium,Sales,2,Y,0,Travel_Rarely,2,40,4,0,,,14,3,14,9,6,No
30,Male,high,Research & Development,0,Y,0,Travel_Rarely,20,40,1,1,Y,0,15,3,7,6,0,No
24,Male,low,Research & Development,1,Y,0,Travel_Rarely,23,40,4,0,,,11,1,6,6,1,No
39,Male,medium,Research & Development,7,Y,1,Travel_Rarely,24,40,4,0,,,13,2,18,7,1,No
53,Female,medium,Research & Development,1,Y,0,Travel_Rarely,13,40,1,0,,,11,1,5,4,1,No
45,Male,high,Research & Development,2,Y,0,Travel_Rarely,20,40,1,1,Y,1,18,4,24,7,0,No
24,Male,low,Research & Development,0,Y,1,Travel_Rarely,21,40,1,0,,,14,3,2,1,0,No
38,Male,low,Sales,0,Y,1,Travel_Rarely,9,40,2,0,,,19,5,3,2,1,No
31,Female,medium,Research & Development,1,Y,0,Travel_Frequently,1,40,1,0,,,12,1,4,4,0,No
59,Female,medium,Sales,7,Y,0,Travel_Frequently,1,40,3,0,,,11,1,20,4,1,No
31,Male,low,Research & Development,0,Y,1,Travel_Frequently,29,40,2,1,N,4,11,1,6,5,1,Yes
22,Female,low,Research & Development,1,Y,0,Non-Travel,26,40,3,0,,,14,3,4,4,1,No
36,Female,medium,Research & Development,0,Y,1,Non-Travel,1,40,3,0,,,15,3,4,3,1,No
25,Female,medium,Research & Development,0,Y,0,Travel_Rarely,1,40,3,0,,,12,2,5,4,1,No
33,Male,low,Research & Development,0,Y,1,Travel_Rarely,2,40,4,0,,,14,3,4,3,0,No
38,Female,medium,Research & Development,0,Y,0,Travel_Rarely,1,40,4,0,,,13,2,10,9,1,No
22,Male,low,Research & Development,1,Y,1,Travel_Rarely,8,40,1,1,N,3,15,3,4,4,1,No
43,Male,medium,Human Resources,0,Y,1,Travel_Rarely,2,40,4,0,,,13,2,10,9,1,No
29,Male,low,Research & Development,1,Y,0,Travel_Frequently,1,40,4,0,,,18,4,10,10,2,No
59,Female,low,Research & Development,4,Y,0,Travel_Rarely,3,40,1,0,,,20,5,12,1,0,No
43,Male,medium,Research & Development,3,Y,0,Travel_Frequently,9,40,3,0,,,13,2,10,8,4,No
40,Male,high,Sales,3,Y,1,Non-Travel,28,40,1,0,,,15,3,20,1,0,No
38,Male,high,Research & Development,0,Y,0,Travel_Frequently,23,40,3,1,Y,2,21,5,10,9,1,No
51,Male,high,Sales,2,Y,0,Travel_Frequently,2,40,2,0,,,11,1,14,4,3,No
53,Female,medium,Sales,7,Y,0,Travel_Rarely,1,40,1,0,,,20,5,18,14,8,No
27,Female,low,Research & Development,1,Y,0,Travel_Rarely,2,40,1,1,Y,,13,2,1,1,0,No
28,Female,low,Sales,1,Y,1,Travel_Rarely,3,40,2,0,,,19,5,1,1,0,No
38,Male,low,Human Resources,0,Y,0,Travel_Frequently,1,40,2,0,,,11,1,7,6,1,No
57,Male,medium,Research & Development,2,Y,1,Travel_Rarely,1,40,3,0,,,11,1,15,3,1,No
29,Male,medium,Research & Development,9,Y,0,Travel_Rarely,1,40,4,0,,,14,2,4,2,2,Yes
38,Female,high,Sales,4,Y,1,Travel_Rarely,1,40,4,0,,,22,5,12,8,0,No
31,Male,medium,Research & Development,1,Y,0,Travel_Frequently,1,40,1,1,Y,2,21,5,10,10,8,No
33,Male,low,Research & Development,4,Y,1,Travel_Rarely,2,40,4,0,,,11,1,7,1,0,No
55,Male,medium,Research & Development,0,Y,0,Travel_Rarely,4,40,3,1,Y,1,16,4,4,3,1,No
22,Male,low,Research & Development,1,Y,0,Non-Travel,16,40,4,0,,,13,2,1,1,0,No
23,Male,low,Research & Development,1,Y,1,Travel_Rarely,6,40,1,0,,,21,5,1,0,0,Yes
25,Male,medium,Research & Development,1,Y,0,Travel_Frequently,2,40,3,0,,,17,4,7,7,0,No
42,Male,high,Research & Development,2,Y,1,Travel_Frequently,2,40,4,0,,,14,3,24,20,13,No
46,Female,medium,Research & Development,8,Y,0,Travel_Rarely,8,40,1,1,Y,1,23,5,19,16,1,No
35,Female,medium,Research & Development,1,Y,1,Non-Travel,8,40,3,0,,,12,2,15,14,2,No
58,Female,high,Research & Development,3,Y,1,Travel_Rarely,1,40,1,0,,,21,5,32,9,1,No
35,Female,medium,Sales,1,Y,0,Travel_Rarely,7,40,4,0,,,11,1,10,10,0,No
35,Male,low,Research & Development,1,Y,0,Travel_Rarely,7,40,4,0,,,18,4,1,1,0,No
47,Male,low,Research & Development,7,Y,0,Travel_Rarely,1,40,4,1,Y,1,12,1,17,6,1,No
28,Male,medium,Research & Development,1,Y,0,Travel_Frequently,2,40,4,0,,,12,1,2,2,2,No
28,Male,low,Research & Development,1,Y,0,Travel_Rarely,1,40,4,0,,,11,1,5,5,0,No
34,Female,low,Sales,0,Y,0,Travel_Frequently,6,40,3,0,,,16,4,3,2,1,Yes
42,Male,medium,Research & Development,5,Y,1,Travel_Rarely,13,40,1,0,,,18,4,10,0,0,No
53,Female,high,Sales,7,Y,0,Travel_Rarely,7,40,4,0,,,18,4,35,5,0,No
23,Male,low,Research & Development,0,Y,0,Travel_Rarely,20,40,3,0,,,14,3,5,4,1,No
51,Male,low,Research & Development,9,Y,1,Travel_Rarely,4,40,3,0,,,12,1,18,10,2,Yes
25,Male,medium,Sales,0,Y,1,Travel_Rarely,8,40,2,0,,,22,5,4,3,1,No
52,Female,high,Research & Development,2,Y,1,Travel_Rarely,4,40,4,1,N,2,13,2,31,5,1,No
37,Female,medium,Sales,2,Y,0,Travel_Rarely,10,40,4,0,,,14,2,8,1,0,No
47,Female,low,Sales,1,Y,0,Travel_Rarely,2,40,4,1,N,2,18,4,3,3,1,No
40,Male,medium,Research & Development,6,Y,1,Travel_Frequently,16,40,3,0,,,14,3,10,1,0,No
31,Male,low,Sales,0,Y,0,Travel_Rarely,2,40,3,0,,,19,5,3,2,1,No
32,Male,high,Sales,1,Y,0,Travel_Rarely,4,40,4,0,,,11,1,14,14,9,Yes
41,Female,high,Sales,7,Y,0,Travel_Rarely,2,40,1,1,N,3,16,3,22,18,11,No
30,Female,low,Research & Development,5,Y,0,Travel_Rarely,5,40,1,0,,,14,3,8,3,2,No
34,Female,low,Research & Development,0,Y,1,Travel_Rarely,20,40,3,1,Y,,17,4,2,1,0,No
33,Male,medium,Sales,0,Y,0,Travel_Rarely,10,40,3,0,,,14,2,10,9,0,No
39,Male,high,Research & Development,7,Y,0,Travel_Frequently,2,40,4,0,,,11,1,21,18,11,Yes
32,Male,high,Sales,3,Y,0,Travel_Rarely,19,40,3,0,,,13,2,10,4,0,No
32,Male,medium,Research & Development,1,Y,1,Travel_Rarely,1,40,4,0,,,22,5,9,9,7,No
48,Male,high,Research & Development,4,Y,0,Travel_Rarely,10,40,2,0,,,12,2,29,22,12,No
36,Male,medium,Research & Development,6,Y,1,Travel_Rarely,26,40,3,0,,,14,3,10,3,0,No
36,Male,low,Research & Development,0,Y,0,Travel_Rarely,9,40,3,0,,,17,4,2,1,0,Yes
41,Male,medium,Research & Development,2,Y,1,Travel_Rarely,6,40,1,1,Y,0,13,2,20,18,2,No
34,Female,medium,Research & Development,6,Y,0,Travel_Rarely,6,40,2,0,,,15,3,12,1,0,No
35,Male,high,Sales,1,Y,1,Travel_Frequently,18,40,1,0,,,22,5,9,9,1,No
32,Female,high,Sales,1,Y,1,Travel_Frequently,8,40,4,0,,,14,2,9,9,3,No
46,Male,medium,Sales,8,Y,0,Non-Travel,26,40,2,0,,,15,3,6,2,2,No
42,Female,low,Research & Development,3,Y,1,Travel_Rarely,1,40,1,0,,,16,3,8,5,1,No
45,Female,high,Sales,2,Y,0,Travel_Rarely,2,40,2,0,,,16,4,26,24,1,Yes
26,Male,medium,Research & Development,0,Y,1,Travel_Rarely,2,40,4,0,,,12,2,5,4,1,No
35,Female,medium,Research & Development,3,Y,1,Travel_Rarely,10,40,3,0,,,16,3,10,5,0,No
30,Male,low,Research & Development,4,Y,0,Non-Travel,3,40,4,0,,,15,3,9,5,1,No
35,Male,medium,Research & Development,0,Y,1,Travel_Rarely,6,40,3,0,,,14,3,4,3,2,No
34,Male,medium,Human Resources,4,Y,1,Travel_Frequently,11,40,2,1,Y,0,11,1,14,10,1,No
41,Female,high,Research & Development,1,Y,0,Travel_Rarely,12,40,3,0,,,12,2,23,22,15,Yes
35,Female,high,Sales,4,Y,0,Non-Travel,8,40,4,0,,,11,1,16,13,4,No
50,Male,high,Research & Development,3,Y,0,Travel_Rarely,24,40,3,0,,,18,4,22,12,1,No
40,Male,high,Research & Development,1,Y,1,Travel_Rarely,14,40,3,0,,,14,3,21,20,4,No
46,Male,high,Sales,4,Y,0,Travel_Rarely,2,40,4,0,,,12,2,13,10,0,No
23,Male,low,Research & Development,2,Y,0,Travel_Rarely,4,40,1,1,Y,0,16,3,5,3,0,No
46,Female,high,Sales,2,Y,0,Travel_Rarely,3,40,1,1,Y,0,12,2,25,19,2,No
30,Male,low,Research & Development,1,Y,1,Travel_Rarely,24,40,3,0,,,22,5,1,1,0,No
49,Female,low,Research & Development,4,Y,0,Travel_Rarely,16,40,1,0,,,16,3,17,2,2,No
42,Female,medium,Research & Development,3,Y,1,Travel_Rarely,17,40,1,0,,,13,2,10,3,0,No
34,Male,low,Research & Development,2,Y,0,Travel_Rarely,6,40,1,0,,,11,1,8,4,1,Yes
45,Female,medium,Sales,2,Y,0,Travel_Frequently,26,40,1,0,,,14,3,5,1,0,Yes
36,Female,low,Research & Development,3,Y,0,Travel_Rarely,6,40,4,0,,,12,2,5,1,0,No
39,Female,high,Research & Development,1,Y,0,Travel_Rarely,1,40,4,1,Y,1,16,4,21,21,11,No
51,Male,high,Sales,4,Y,1,Travel_Frequently,9,40,2,0,,,24,5,31,29,11,No
42,Male,medium,Research & Development,1,Y,1,Travel_Rarely,29,40,2,0,,,13,2,10,9,7,No
36,Female,medium,Sales,4,Y,0,Travel_Rarely,16,40,1,0,,,13,2,11,3,0,No
50,Male,high,Research & Development,1,Y,0,Travel_Frequently,22,40,4,0,,,13,2,32,32,13,No
45,Female,medium,Sales,4,Y,1,Non-Travel,2,40,3,0,,,22,5,10,8,5,No
58,Female,low,Research & Development,4,Y,0,Travel_Rarely,9,40,2,0,,,20,5,9,1,0,No
35,Female,high,Research & Development,1,Y,1,Travel_Rarely,25,40,3,0,,,11,1,16,16,10,No
36,Female,high,Research & Development,9,Y,1,Non-Travel,8,40,1,1,Y,2,14,3,10,8,0,No
49,Male,medium,Research & Development,3,Y,1,Travel_Frequently,28,40,1,0,,,20,5,20,4,1,Yes
28,Male,medium,Human Resources,1,Y,0,Travel_Rarely,8,40,4,0,,,13,2,6,5,0,No
28,Male,low,Sales,1,Y,1,Travel_Rarely,10,40,2,0,,,22,5,1,1,0,No
35,Male,medium,Research & Development,1,Y,0,Travel_Rarely,6,40,4,1,Y,2,13,2,17,17,11,No
43,Male,high,Research & Development,3,Y,0,Travel_Rarely,3,40,4,0,,,14,2,25,8,0,No
28,Male,medium,Research & Development,6,Y,1,Travel_Rarely,2,40,3,0,,,17,4,5,2,2,Yes
22,Male,low,Research & Development,0,Y,0,Travel_Rarely,2,40,4,0,,,14,3,3,2,2,No
19,Male,low,Human Resources,1,Y,0,Travel_Rarely,2,40,4,0,,,12,2,1,1,0,Yes
37,Male,medium,Research & Development,3,Y,1,Travel_Rarely,10,40,4,0,,,17,4,4,1,0,No
56,Male,medium,Research & Development,4,Y,0,Travel_Rarely,7,40,4,0,,,11,1,37,6,0,No
37,Male,medium,Sales,2,Y,1,Travel_Rarely,3,40,4,0,,,12,1,12,5,1,No
26,Male,low,Research & Development,0,Y,1,Travel_Frequently,3,40,1,0,,,22,5,7,6,0,Yes
41,Male,high,Human Resources,1,Y,0,Travel_Rarely,1,40,3,0,,,12,2,22,22,2,No
26,Male,medium,Sales,1,Y,0,Travel_Rarely,1,40,3,0,,,17,4,8,8,7,No
45,Male,medium,Research & Development,9,Y,0,Travel_Rarely,8,40,4,0,,,14,3,12,10,9,No
53,Male,high,Research & Development,3,Y,1,Travel_Rarely,3,40,3,0,,,16,3,21,5,1,No
32,Male,low,Research & Development,1,Y,0,Travel_Rarely,1,40,1,0,,,13,2,1,1,0,No
33,Female,low,Research & Development,1,Y,0,Travel_Frequently,3,40,3,1,N,3,11,1,8,8,3,No
36,Male,low,Human Resources,4,Y,0,Travel_Rarely,13,40,2,0,,,13,2,8,5,0,No
33,Male,medium,Sales,1,Y,0,Travel_Rarely,10,40,3,0,,,14,2,10,10,0,No
18,Female,low,Research & Development,1,Y,0,Non-Travel,1,40,4,0,,,15,3,0,0,0,No
